Ảnh,Thời gian (s),CER,WER
860,2.414,0.0440,0.2587
861,2.357,0.0453,0.2774
862,2.447,0.0396,0.2659
863,2.384,0.0476,0.2949
864,2.450,0.0444,0.2876
865,2.429,0.0433,0.2617
866,2.371,0.0439,0.2811
867,2.424,0.0505,0.3005
868,2.404,0.0539,0.3079
869,2.367,0.0413,0.2582
870,2.418,0.0496,0.3005
871,2.395,0.0384,0.2407
872,2.378,0.0439,0.2680
873,2.405,0.0446,0.2706
874,2.411,0.0553,0.3178
875,2.416,0.0477,0.2890
876,2.417,0.0437,0.2819
877,2.386,0.0437,0.2630
878,2.389,0.0448,0.2805
879,2.355,0.0449,0.2765
880,2.402,0.0453,0.2928
881,2.459,0.0468,0.2835
882,2.422,0.0443,0.2635
883,2.376,0.0447,0.2646
884,2.392,0.0483,0.2787
885,2.347,0.0488,0.3052
886,2.420,0.0437,0.2834
887,2.471,0.0498,0.2829
888,2.429,0.0459,0.2811
889,2.368,0.0475,0.2955
890,2.414,0.0460,0.2960
891,2.341,0.0555,0.3208
892,2.351,0.0490,0.3007
893,2.363,0.0446,0.2668
894,2.398,0.0476,0.2917
895,2.452,0.0493,0.3025
896,2.443,0.0464,0.2770
897,2.431,0.0398,0.2483
898,2.391,0.0429,0.2763
899,2.372,0.0425,0.2810
900,2.433,0.0463,0.2819
901,2.404,0.0441,0.2761
902,2.423,0.0449,0.2707
903,2.450,0.0477,0.2809
904,2.438,0.0465,0.2908
905,2.402,0.0535,0.3206
906,2.477,0.0530,0.3310
907,2.433,0.0462,0.2607
908,2.425,0.0381,0.2202
909,2.346,0.0446,0.2653
910,2.429,0.0476,0.2979
911,2.404,0.0512,0.3086
912,2.349,0.0499,0.2832
913,2.464,0.0505,0.3221
914,2.462,0.0465,0.2834
915,2.435,0.0464,0.2910
916,2.377,0.0467,0.2974
917,2.419,0.0457,0.2883
918,2.398,0.0383,0.2353
919,2.415,0.0398,0.2265
920,2.376,0.0456,0.2864
921,2.433,0.0490,0.3018
922,2.450,0.0424,0.2544
923,2.400,0.0393,0.2629
924,2.404,0.0547,0.3349
925,2.414,0.0426,0.2585
926,2.377,0.0436,0.2667
927,2.371,0.0499,0.2959
928,2.421,0.0528,0.3122
929,2.366,0.0508,0.3349
930,2.418,0.0448,0.2901
931,2.375,0.0476,0.2864
932,2.359,0.0575,0.3401
933,2.421,0.0433,0.2813
934,2.398,0.0476,0.2883
935,2.487,0.0406,0.2727
936,2.440,0.0465,0.2928
937,2.464,0.0473,0.2876
938,2.363,0.0450,0.2960
939,2.367,0.0426,0.2759
940,2.397,0.0460,0.2943
941,2.346,0.0492,0.3044
942,2.362,0.0426,0.2706
943,2.409,0.0444,0.2793
944,2.410,0.0446,0.2810
945,2.360,0.0440,0.2850
946,2.444,0.0437,0.2754
947,2.444,0.0422,0.2706
948,2.446,0.0477,0.2883
949,2.419,0.0531,0.3115
950,2.359,0.0462,0.2877
951,2.375,0.0474,0.2959
952,2.356,0.0490,0.3221
953,2.423,0.0473,0.3007
954,2.420,0.0416,0.2593
955,2.376,0.0431,0.2598
956,2.445,0.0459,0.2788
957,2.463,0.0435,0.2711
958,2.372,0.0389,0.2329
959,2.420,0.0485,0.2980
960,2.437,0.0475,0.3032
961,2.371,0.0403,0.2615
962,2.361,0.0462,0.2913
963,2.470,0.0453,0.2864
964,2.380,0.0463,0.2834
965,2.409,0.0480,0.2933
966,2.420,0.0416,0.2662
967,2.355,0.0450,0.2867
968,2.384,0.0360,0.2207
969,2.435,0.0415,0.2780
970,2.394,0.0469,0.2944
971,2.416,0.0519,0.3061
972,2.371,0.0403,0.2692
973,2.465,0.0457,0.3065
974,2.452,0.0487,0.3195
975,2.443,0.0505,0.3002
976,2.445,0.0532,0.3295
977,2.464,0.0490,0.3115
978,2.422,0.0504,0.2924
979,2.416,0.0491,0.3146
980,2.416,0.0415,0.2731
981,2.474,0.0595,0.3394
982,2.356,0.0420,0.2466
983,2.363,0.0445,0.2721
984,2.382,0.0473,0.3042
985,2.352,0.0464,0.3041
986,2.377,0.0411,0.2650
987,2.411,0.0431,0.2654
988,2.394,0.0537,0.3103
989,2.329,0.0421,0.2623
990,2.411,0.0498,0.3005
991,2.414,0.0487,0.3059
992,2.485,0.0478,0.3027
993,2.435,0.0539,0.3063
994,2.436,0.0387,0.2534
995,2.387,0.0464,0.2935
996,2.409,0.0485,0.3043
997,2.401,0.0553,0.3208
998,2.431,0.0471,0.2890
999,2.465,0.0448,0.2811
1000,2.485,0.0391,0.2282
1001,2.366,0.0452,0.2777
1002,2.375,0.0523,0.3065
1003,2.356,0.0476,0.3090
1004,2.450,0.0434,0.2735
1005,2.440,0.0449,0.2788
1006,2.437,0.0476,0.2899
1007,2.454,0.0444,0.2892
1008,2.369,0.0427,0.2757
1009,2.407,0.0452,0.2693
1010,2.464,0.0521,0.3075
1011,2.395,0.0421,0.2612
1012,2.355,0.0434,0.2729
1013,2.417,0.0486,0.2702
1014,2.408,0.0436,0.2713
1015,2.500,0.0486,0.2815
1016,2.474,0.0507,0.3136
1017,2.389,0.0513,0.2906
1018,2.432,0.0463,0.2794
1019,2.482,0.0426,0.2782
1020,2.421,0.0453,0.2638
1021,2.463,0.0462,0.2752
1022,2.386,0.0448,0.2677
1023,2.437,0.0453,0.2825
1024,2.398,0.0453,0.2803
1025,2.386,0.0401,0.2512
1026,2.421,0.0435,0.2652
1027,2.430,0.0418,0.2540
1028,2.415,0.0412,0.2626
1029,2.381,0.0465,0.2788
1030,2.347,0.0502,0.3149
1031,2.468,0.0520,0.3226
1032,2.812,0.0419,0.2698
1033,2.849,0.0484,0.2880
1034,2.634,0.0453,0.2815
1035,2.508,0.0486,0.3052
1036,2.547,0.0467,0.2920
1037,2.521,0.0436,0.2736
1038,2.547,0.0483,0.3053
1039,2.655,0.0467,0.2897
1040,2.919,0.0482,0.2844
1041,2.775,0.0515,0.3175
1042,2.547,0.0446,0.2960
1043,2.502,0.0457,0.2744
1044,2.527,0.0418,0.2408
1045,2.609,0.0489,0.3025
1046,2.748,0.0452,0.2834
1047,2.500,0.0494,0.3103
1048,2.520,0.0480,0.3082
1049,2.502,0.0438,0.2748
1050,2.474,0.0551,0.3295
1051,2.488,0.0468,0.2696
1052,2.565,0.0450,0.2793
1053,2.445,0.0493,0.2990
1054,2.410,0.0456,0.2948
1055,2.541,0.0458,0.2883
1056,2.523,0.0838,0.3303
1057,2.868,0.0432,0.2830
1058,2.511,0.0528,0.3278
1059,2.573,0.0519,0.3206
1060,2.565,0.0431,0.2700
1061,2.630,0.0479,0.2740
1062,2.704,0.0487,0.3073
1063,2.430,0.0468,0.2955
1064,2.456,0.0390,0.2322
1065,2.584,0.0478,0.3005
1066,2.528,0.0518,0.3333
1067,2.420,0.0497,0.3126
1068,2.474,0.0483,0.3030
1069,2.435,0.0472,0.2979
1070,2.465,0.0436,0.2600
1071,2.396,0.0397,0.2548
1072,2.426,0.0450,0.2717
1073,2.433,0.0421,0.2674
1074,2.472,0.0427,0.2723
1075,2.402,0.0459,0.2956
1076,2.431,0.0466,0.2988
1077,2.405,0.0441,0.2759
1078,2.440,0.0469,0.2926
1079,2.424,0.0508,0.3113
1080,2.387,0.0487,0.3204
1081,2.399,0.0452,0.2500
1082,2.431,0.0396,0.2449
1083,2.385,0.0521,0.3271
1084,2.402,0.0438,0.2713
1085,2.494,0.0432,0.2685
1086,2.424,0.0464,0.2825
1087,2.451,0.0388,0.2460
1088,2.420,0.0366,0.2230
1089,2.434,0.0447,0.2877
1090,2.493,0.0423,0.2639
1091,2.402,0.0466,0.2906
1092,2.418,0.0470,0.3115
1093,2.448,0.0480,0.2984
1094,2.423,0.0533,0.3302
1095,2.426,0.0434,0.2572
1096,2.411,0.0468,0.2971
1097,2.327,0.0466,0.2860
1098,2.411,0.0428,0.2725
1099,2.685,0.0498,0.3248
1100,2.434,0.0495,0.2908
1101,2.463,0.0498,0.3017
1102,2.434,0.0433,0.2592
1103,2.435,0.0510,0.3175
1104,2.379,0.0449,0.2696
1105,2.422,0.0435,0.2654
1106,2.408,0.0491,0.2929
1107,2.351,0.0461,0.2857
1108,2.429,0.0446,0.2656
1109,2.385,0.0443,0.2801
1110,2.375,0.0444,0.2821
1111,2.393,0.0424,0.2844
1112,2.386,0.0478,0.2880
1113,2.396,0.0483,0.2838
1114,2.388,0.0465,0.2841
1115,2.461,0.0486,0.3057
1116,2.326,0.0429,0.2712
1117,2.394,0.0508,0.3043
1118,2.374,0.0518,0.3099
1119,2.418,0.0492,0.2931
1120,2.398,0.0406,0.2529
1121,2.425,0.0454,0.2811
1122,2.391,0.0389,0.2315
1123,2.377,0.0421,0.2664
1124,2.402,0.0440,0.2797
1125,2.445,0.0365,0.2350
1126,2.394,0.0454,0.2670
1127,2.456,0.0495,0.3072
1128,2.357,0.0443,0.2800
1129,2.444,0.0500,0.3065
1130,2.388,0.0472,0.2854
1131,2.378,0.0447,0.2776
1132,2.448,0.0431,0.2589
1133,2.449,0.0471,0.2693
1134,2.404,0.0464,0.2881
1135,2.458,0.0481,0.3036
1136,2.336,0.0447,0.2844
1137,2.424,0.0502,0.3020
1138,2.408,0.0453,0.2877
1139,2.384,0.0452,0.2731
1140,2.401,0.0480,0.2957
1141,2.423,0.0489,0.3056
1142,2.450,0.0409,0.2602
1143,2.402,0.0463,0.2690
1144,2.388,0.0442,0.2821
1145,2.424,0.0507,0.3103
1146,2.403,0.0383,0.2441
1147,2.406,0.0489,0.3052
1148,2.400,0.0456,0.2830
1149,2.378,0.0448,0.2793
1150,2.458,0.0484,0.3115
1151,2.416,0.0431,0.2664
1152,2.401,0.0536,0.3379
1153,2.439,0.0461,0.2913
1154,2.414,0.0384,0.2288
1155,2.430,0.0423,0.2506
1156,2.473,0.0456,0.2922
1157,2.422,0.0436,0.2535
1158,2.363,0.0443,0.2770
1159,2.426,0.0482,0.2940
1160,2.454,0.0513,0.3122
1161,2.417,0.0466,0.2967
1162,2.472,0.0455,0.2819
1163,2.453,0.0522,0.3089
1164,2.436,0.0483,0.2982
1165,2.426,0.0429,0.2613
1166,2.419,0.0500,0.3072
1167,2.464,0.0477,0.3099
1168,2.430,0.0439,0.2815
1169,2.454,0.0418,0.2592
1170,2.458,0.0456,0.2867
1171,2.369,0.0493,0.2902
1172,2.465,0.0430,0.2818
1173,2.474,0.0554,0.3213
1174,2.407,0.0511,0.3009
1175,2.476,0.0506,0.3210
1176,2.377,0.0496,0.2977
1177,2.430,0.0460,0.2794
1178,2.443,0.0515,0.3272
1179,2.357,0.0470,0.2883
1180,2.395,0.0554,0.3372
1181,2.472,0.0512,0.3093
1182,2.468,0.0442,0.2798
1183,2.444,0.0572,0.3333
1184,2.387,0.0483,0.2886
1185,2.416,0.0406,0.2731
1186,2.381,0.0451,0.2758
1187,2.483,0.0466,0.2986
1188,2.437,0.0470,0.3028
1189,2.477,0.0459,0.3011
1190,2.444,0.0470,0.3165
1191,2.382,0.0431,0.2788
1192,2.407,0.0545,0.3112
1193,2.405,0.0467,0.2850
1194,2.458,0.0528,0.3139
1195,2.396,0.0430,0.2661
1196,2.377,0.0451,0.2746
1197,2.364,0.0427,0.2494
1198,2.435,0.0451,0.2700
1199,2.410,0.0453,0.2775
1200,2.400,0.0496,0.3122
1201,2.403,0.0448,0.2825
1202,2.386,0.0486,0.3049
1203,2.424,0.0434,0.2793
1204,2.406,0.0489,0.2943
1205,2.380,0.0478,0.3042
1206,2.479,0.0468,0.2900
1207,2.474,0.0477,0.3070
1208,2.442,0.0479,0.3139
1209,2.383,0.0464,0.2811
1210,2.423,0.0418,0.2671
1211,2.385,0.0421,0.2729
1212,2.370,0.0504,0.2974
1213,2.429,0.0455,0.2841
1214,2.425,0.0476,0.2959
1215,2.447,0.0387,0.2483
1216,2.411,0.0490,0.3054
1217,2.375,0.0422,0.2723
1218,2.387,0.0488,0.3213
1219,2.417,0.0446,0.2819
1220,2.470,0.0510,0.3302
1221,2.415,0.0473,0.3068
1222,2.377,0.0437,0.2887
1223,2.426,0.0448,0.2787
1224,2.426,0.0496,0.3129
1225,2.430,0.0379,0.2397
1226,2.441,0.0392,0.2546
1227,2.432,0.0480,0.2989
1228,2.433,0.0408,0.2534
1229,2.469,0.0476,0.2829
1230,2.389,0.0486,0.3042
1231,2.380,0.0491,0.3030
1232,2.408,0.0510,0.3141
1233,2.446,0.0434,0.2673
1234,2.449,0.0483,0.3044
1235,2.358,0.0370,0.2459
1236,2.462,0.0489,0.2966
1237,2.386,0.0445,0.2817
1238,2.452,0.0458,0.2821
1239,2.504,0.0477,0.3239
1240,2.434,0.0437,0.2698
1241,2.393,0.0404,0.2616
1242,2.456,0.0475,0.2966
1243,2.446,0.0458,0.2980
1244,2.460,0.0443,0.2775
1245,2.336,0.0392,0.2440
1246,2.467,0.0486,0.3030
1247,2.344,0.0496,0.3035
1248,2.479,0.0493,0.2944
1249,2.457,0.0476,0.3105
1250,2.746,0.0419,0.2584
1251,2.405,0.0457,0.2837
1252,2.421,0.0423,0.2811
1253,2.434,0.0467,0.2649
1254,2.441,0.0489,0.2899
1255,2.460,0.0471,0.3034
1256,2.411,0.0424,0.2729
1257,2.387,0.0410,0.2488
1258,2.406,0.1222,0.3567
1259,2.441,0.0456,0.2913
1260,2.335,0.0404,0.2614
1261,2.484,0.0520,0.3295
1262,2.404,0.0434,0.2818
1263,2.432,0.0406,0.2694
1264,2.401,0.0400,0.2399
1265,2.387,0.0401,0.2570
1266,2.414,0.0482,0.2825
1267,2.386,0.0438,0.2686
1268,2.376,0.0450,0.2887
1269,2.432,0.0476,0.2989
1270,2.414,0.0556,0.3576
1271,2.432,0.0493,0.3009
1272,2.454,0.0438,0.2545
1273,2.404,0.0522,0.3356
1274,2.421,0.0407,0.2540
1275,2.412,0.0432,0.2748
1276,2.364,0.0476,0.2901
1277,2.443,0.0436,0.2627
1278,2.478,0.0481,0.3095
1279,2.408,0.0447,0.2603
1280,2.440,0.0369,0.2315
1281,2.474,0.0428,0.2641
1282,2.435,0.0431,0.2611
1283,2.430,0.0451,0.2900
1284,2.421,0.0449,0.2766
1285,2.402,0.0494,0.2950
1286,2.418,0.0447,0.2731
1287,2.513,0.0411,0.2442
1288,2.464,0.0494,0.2924
1289,2.384,0.0464,0.2867
1290,2.422,0.0413,0.2344
1291,2.423,0.0469,0.2911
1292,2.436,0.0466,0.2835
1293,2.338,0.0533,0.3438
1294,2.427,0.0519,0.3187
1295,2.384,0.0469,0.2933
1296,2.345,0.0472,0.2854
1297,2.308,0.0440,0.2646
1298,2.356,0.0440,0.2664
1299,2.524,0.0458,0.2910
1300,2.784,0.0424,0.2620
1301,2.746,0.0445,0.2763
1302,2.662,0.0443,0.2746
1303,2.623,0.0445,0.2766
1304,2.558,0.0430,0.2670
1305,2.613,0.0422,0.2776
1306,2.869,0.0525,0.3053
1307,2.790,0.0418,0.2641
1308,2.508,0.0431,0.2770
1309,2.570,0.0539,0.3236
1310,2.548,0.0407,0.2700
1311,2.493,0.0459,0.2745
1312,2.532,0.0467,0.2977
1313,2.466,0.0478,0.2952
1314,2.510,0.0439,0.2694
1315,2.656,0.0495,0.3042
1316,2.706,0.0510,0.3034
1317,2.561,0.0463,0.2860
1318,2.481,0.0415,0.2549
1319,2.462,0.0533,0.3279
1320,2.419,0.0460,0.3032
1321,2.548,0.0454,0.2854
1322,2.436,0.0488,0.3057
1323,2.402,0.0383,0.2373
1324,2.458,0.0453,0.2827
1325,2.406,0.0507,0.3208
1326,2.462,0.0502,0.3050
1327,2.424,0.0482,0.3071
1328,2.535,0.0501,0.3052
1329,2.592,0.0498,0.2964
1330,2.483,0.0526,0.3132
1331,2.458,0.0460,0.2921
1332,2.470,0.0470,0.2941
1333,2.658,0.0453,0.2953
1334,2.643,0.0478,0.2899
1335,2.570,0.0384,0.2438
1336,2.460,0.0441,0.2603
1337,2.465,0.0440,0.2658
1338,2.495,0.0479,0.2887
1339,2.454,0.0459,0.2635
1340,2.460,0.0474,0.2825
1341,2.560,0.0484,0.2945
1342,2.731,0.0519,0.3224
1343,2.561,0.0488,0.2879
1344,2.899,0.0490,0.2889
1345,2.871,0.0467,0.2894
1346,2.952,0.0431,0.2642
1347,2.808,0.0509,0.2993
1348,2.936,0.0531,0.3152
1349,2.895,0.0406,0.2437
1350,2.730,0.0403,0.2719
1351,2.723,0.0406,0.2411
1352,3.055,0.0396,0.2323
1353,2.848,0.0470,0.2821
1354,2.765,0.0443,0.2807
1355,3.108,0.0444,0.2623
1356,3.422,0.0532,0.3227
1357,2.650,0.0478,0.2803
1358,2.572,0.0421,0.2568
1359,2.588,0.0427,0.2683
1360,2.520,0.0401,0.2517
1361,2.568,0.0440,0.2675
1362,2.511,0.0478,0.2975
1363,2.560,0.0489,0.2847
1364,2.559,0.0442,0.2854
1365,2.588,0.0435,0.2881
1366,2.630,0.0444,0.2736
1367,2.913,0.0437,0.2655
1368,2.828,0.0439,0.2769
1369,2.579,0.0482,0.3099
1370,2.549,0.0459,0.2540
1371,2.475,0.0459,0.2758
1372,2.811,0.0432,0.2725
1373,2.493,0.0493,0.3149
1374,2.548,0.0442,0.2765
1375,2.576,0.0472,0.3028
1376,2.538,0.0483,0.3037
1377,2.528,0.0410,0.2534
1378,2.586,0.0483,0.2912
1379,2.586,0.0446,0.2646
1380,2.629,0.0451,0.2759
1381,2.650,0.0382,0.2436
1382,2.531,0.0521,0.3111
1383,2.499,0.0461,0.2830
1384,2.489,0.0476,0.2928
1385,2.466,0.0469,0.2847
1386,2.506,0.0424,0.2662
1387,2.446,0.0434,0.2629
1388,2.541,0.0447,0.2713
1389,2.525,0.0448,0.2854
1390,2.575,0.0498,0.3042
1391,2.520,0.0526,0.3294
1392,2.527,0.0428,0.2876
1393,2.542,0.0422,0.2623
1394,2.600,0.0437,0.2870
1395,2.608,0.0475,0.2851
1396,2.527,0.0455,0.2960
1397,2.560,0.0469,0.2794
1398,2.592,0.0542,0.3325
1399,2.587,0.0526,0.3183
1400,2.591,0.0424,0.2787
1401,2.716,0.0445,0.2690
1402,2.593,0.0451,0.2782
1403,2.679,0.0427,0.2500
1404,2.549,0.0450,0.2936
1405,2.574,0.0437,0.2769
1406,2.601,0.0460,0.2918
1407,2.646,0.0497,0.3013
1408,2.558,0.0514,0.3056
1409,2.627,0.0410,0.2572
1410,2.592,0.0469,0.2825
1411,2.641,0.0431,0.2642
1412,2.618,0.0403,0.2552
1413,2.596,0.0459,0.2854
1414,2.573,0.0454,0.2769
1415,2.649,0.0514,0.3277
1416,2.608,0.0511,0.3066
1417,2.565,0.0522,0.3176
1418,2.685,0.0513,0.3226
1419,2.547,0.0512,0.3208
1420,2.665,0.0431,0.2834
1421,2.519,0.0447,0.2894
1422,2.661,0.0487,0.3089
1423,2.545,0.0476,0.2867
1424,2.581,0.0473,0.3172
1425,2.546,0.0476,0.3077
1426,2.623,0.0447,0.2851
1427,2.582,0.0517,0.3004
1428,2.650,0.0455,0.2857
1429,2.601,0.0597,0.3605
1430,2.567,0.0487,0.3131
1431,2.744,0.0478,0.2912
1432,2.568,0.0428,0.2673
1433,2.466,0.0411,0.2518
1434,2.551,0.0415,0.2615
1435,2.572,0.0507,0.3138
1436,2.483,0.0408,0.2511
1437,2.568,0.0506,0.3086
1438,2.592,0.0500,0.3047
1439,2.587,0.0528,0.3240
1440,2.607,0.0427,0.2673
1441,2.485,0.0425,0.2552
1442,2.518,0.0425,0.2550
1443,2.467,0.0483,0.2926
1444,2.399,0.0461,0.2877
1445,2.417,0.0463,0.2881
1446,2.392,0.0432,0.2709
1447,2.468,0.0440,0.2664
1448,2.385,0.0507,0.3224
1449,2.435,0.0472,0.2988
1450,2.455,0.0456,0.2919
1451,2.397,0.0479,0.3080
1452,2.481,0.0483,0.2822
1453,2.367,0.0404,0.2472
1454,2.413,0.0453,0.2797
1455,2.363,0.0472,0.2909
1456,2.447,0.0438,0.2626
1457,2.451,0.0470,0.2775
1458,2.452,0.0455,0.2824
1459,2.442,0.0455,0.2876
1460,2.510,0.0481,0.2984
1461,2.441,0.0432,0.2703
1462,2.463,0.0414,0.2438
1463,2.404,0.0477,0.2950
1464,2.410,0.0465,0.2854
1465,2.378,0.0469,0.2867
1466,2.442,0.0433,0.2473
1467,2.385,0.0421,0.2670
1468,2.384,0.0513,0.3287
1469,2.418,0.0543,0.3333
1470,2.430,0.0395,0.2494
1471,2.444,0.0451,0.2787
1472,2.366,0.0485,0.3037
1473,2.393,0.0420,0.2568
1474,2.437,0.0462,0.2759
1475,2.361,0.0440,0.2945
1476,2.447,0.0409,0.2614
1477,2.404,0.0435,0.2489
1478,2.468,0.0413,0.2551
1479,2.449,0.0440,0.2664
1480,2.368,0.0493,0.3158
1481,2.428,0.0494,0.2920
1482,2.438,0.0391,0.2676
1483,2.369,0.0486,0.2998
1484,2.365,0.0501,0.2960
1485,2.325,0.0536,0.3105
1486,2.405,0.0426,0.2759
1487,2.342,0.0526,0.3357
1488,2.401,0.0470,0.2790
1489,2.383,0.0512,0.3114
1490,2.420,0.0476,0.2921
1491,2.443,0.0435,0.2787
1492,2.392,0.0480,0.2986
1493,2.428,0.0477,0.3030
1494,2.371,0.0431,0.2681
1495,2.360,0.0444,0.2917
1496,2.388,0.0510,0.3232
1497,2.404,0.0450,0.2883
1498,2.387,0.0495,0.2880
1499,2.325,0.0412,0.2615
1500,2.378,0.0429,0.2668
1501,2.394,0.0374,0.2380
1502,2.388,0.0446,0.2783
1503,2.400,0.0481,0.2851
1504,2.450,0.0532,0.3048
1505,2.441,0.0489,0.2715
1506,2.419,0.0449,0.2586
1507,2.382,0.0509,0.3111
1508,2.414,0.0473,0.2950
1509,2.378,0.0473,0.2877
1510,2.444,0.0502,0.3057
1511,2.430,0.0450,0.2647
1512,2.415,0.0486,0.3041
1513,2.398,0.0490,0.3118
1514,2.465,0.0477,0.2930
1515,2.433,0.0471,0.2931
1516,2.408,0.0494,0.2952
1517,2.424,0.0501,0.3044
1518,2.469,0.0484,0.3057
1519,2.338,0.0487,0.3112
1520,2.420,0.0421,0.2581
1521,2.424,0.0409,0.2533
1522,2.359,0.0431,0.2691
1523,2.448,0.0401,0.2540
1524,2.427,0.0547,0.3341
1525,2.422,0.0456,0.2742
1526,2.431,0.0412,0.2700
1527,2.452,0.0403,0.2604
1528,2.390,0.0442,0.2765
1529,2.391,0.0465,0.2795
1530,2.424,0.0442,0.2691
1531,2.367,0.0463,0.2877
1532,2.438,0.0438,0.2795
1533,2.426,0.0465,0.3057
1534,2.483,0.0467,0.3041
1535,2.455,0.0501,0.3333
1536,2.465,0.0455,0.2933
1537,2.433,0.0481,0.2943
1538,2.347,0.0505,0.3148
1539,2.350,0.0496,0.2951
1540,2.367,0.0383,0.2471
1541,2.443,0.0462,0.3031
1542,2.471,0.0431,0.2782
1543,2.386,0.0527,0.3080
1544,2.415,0.0430,0.2556
1545,2.380,0.0416,0.2488
1546,2.399,0.0490,0.2937
1547,2.466,0.0492,0.3122
1548,2.457,0.0482,0.3059
1549,2.407,0.0427,0.2763
1550,2.376,0.0523,0.3271
1551,2.468,0.0471,0.2903
1552,2.448,0.0538,0.3279
1553,2.397,0.0463,0.2949
1554,2.341,0.0452,0.2864
1555,2.426,0.0441,0.2667
1556,2.385,0.0516,0.3218
1557,2.353,0.0484,0.2927
1558,2.410,0.0441,0.2878
1559,2.454,0.0370,0.2506
1560,2.491,0.0446,0.2758
1561,2.424,0.0507,0.3023
1562,2.421,0.0475,0.2889
1563,2.461,0.0404,0.2535
1564,2.404,0.0533,0.3218
1565,2.431,0.0502,0.3048
1566,2.410,0.0464,0.2805
1567,2.461,0.0440,0.2697
1568,2.403,0.0512,0.2942
1569,2.357,0.0481,0.3044
1570,2.361,0.0459,0.2827
1571,2.404,0.0478,0.2744
1572,2.459,0.0437,0.2522
1573,2.418,0.0494,0.3037
1574,2.398,0.0454,0.2691
1575,2.413,0.0432,0.2653
1576,2.378,0.0378,0.2471
1577,2.408,0.0447,0.2688
1578,2.451,0.0530,0.3105
1579,2.414,0.0425,0.2704
1580,2.407,0.0455,0.2840
1581,2.367,0.0457,0.2650
1582,2.374,0.0430,0.2621
1583,2.376,0.0555,0.3333
1584,2.524,0.0402,0.2450
1585,2.471,0.0490,0.2883
1586,2.432,0.0395,0.2564
1587,2.468,0.0487,0.2918
1588,2.418,0.0463,0.2930
1589,2.387,0.0536,0.3258
1590,2.434,0.0441,0.2733
1591,2.399,0.0415,0.2690
1592,2.461,0.0479,0.2844
1593,2.421,0.0409,0.2742
1594,2.396,0.0424,0.2742
1595,2.454,0.0381,0.2477
1596,2.442,0.0462,0.2897
1597,2.457,0.0423,0.2595
1598,2.466,0.0518,0.3094
1599,2.436,0.0374,0.2352
1600,2.477,0.0499,0.3034
1601,2.429,0.0476,0.3030
1602,2.403,0.0490,0.2762
1603,2.388,0.0460,0.2818
1604,2.370,0.0417,0.2471
1605,2.368,0.0473,0.2976
1606,2.466,0.0401,0.2534
1607,2.428,0.0482,0.2819
1608,2.340,0.0474,0.2676
1609,2.415,0.0378,0.2377
1610,2.402,0.0488,0.2864
1611,2.404,0.0546,0.3356
1612,2.432,0.0456,0.2821
1613,2.424,0.0408,0.2653
1614,2.403,0.0493,0.2966
1615,2.357,0.0465,0.2785
1616,2.496,0.0430,0.2700
1617,2.401,0.0432,0.2715
1618,2.340,0.0490,0.2964
1619,2.424,0.0430,0.2818
1620,2.399,0.0452,0.2963
1621,2.463,0.0448,0.2815
1622,2.423,0.0456,0.2828
1623,2.418,0.0414,0.2586
1624,2.388,0.0512,0.3204
1625,2.387,0.0480,0.2966
1626,2.441,0.0461,0.3014
1627,2.471,0.0416,0.2589
1628,2.412,0.0405,0.2777
1629,2.408,0.0454,0.2692
1630,2.401,0.0448,0.2477
1631,2.454,0.0439,0.2784
1632,2.403,0.0493,0.2825
1633,2.440,0.0450,0.2661
1634,2.445,0.0451,0.2727
1635,2.365,0.0397,0.2506
1636,2.413,0.0529,0.3425
1637,2.379,0.0475,0.2890
1638,2.371,0.0420,0.2541
1639,2.418,0.0477,0.2860
1640,2.395,0.0470,0.2970
1641,2.467,0.0421,0.2744
1642,2.491,0.0439,0.2632
1643,2.411,0.0361,0.2300
1644,2.427,0.0514,0.3146
1645,2.450,0.0492,0.3029
1646,2.382,0.0509,0.3014
1647,2.389,0.0427,0.2670
1648,2.344,0.0443,0.2540
1649,2.491,0.0441,0.2694
1650,2.396,0.0512,0.2982
1651,2.420,0.0550,0.3379
1652,2.424,0.0539,0.3185
1653,2.397,0.0450,0.2751
1654,2.388,0.0547,0.3226
1655,2.432,0.0403,0.2597
1656,2.369,0.0452,0.2874
1657,2.446,0.0485,0.2780
1658,2.399,0.0478,0.2828
1659,2.436,0.0447,0.2715
1660,2.389,0.0450,0.2771
1661,2.418,0.0533,0.3261
1662,2.340,0.0497,0.3192
1663,2.486,0.0489,0.3105
1664,2.456,0.0489,0.2892
1665,2.333,0.0490,0.2966
1666,2.415,0.0475,0.2903
1667,2.363,0.0526,0.3278
1668,2.457,0.0428,0.2680
1669,2.404,0.0454,0.3035
1670,2.508,0.0457,0.2742
1671,2.462,0.0448,0.2673
1672,2.455,0.0479,0.3068
1673,2.407,0.0419,0.2448
1674,2.340,0.0425,0.2759
1675,2.438,0.0453,0.2857
1676,2.387,0.0509,0.3257
1677,2.394,0.0420,0.2844
1678,2.448,0.0493,0.3249
1679,2.427,0.0466,0.2995
1680,2.406,0.0427,0.2562
1681,2.409,0.0406,0.2478
1682,2.457,0.0485,0.2964
1683,2.316,0.0439,0.2792
1684,2.431,0.0470,0.2854
1685,2.364,0.0472,0.2877
1686,2.340,0.0491,0.2800
1687,2.441,0.0469,0.2713
1688,2.409,0.0538,0.3088
1689,2.469,0.0439,0.2787
